Date : 2022-10-29 12:49:04
Directory : c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project
Total : 93 files,  8111 codes, 179 comments, 580 blanks, all 8870 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib\auth\auth_view                                                                                                                                                           |          2 |        290 |          2 |         36 |        328 |
| lib\constant                                                                                                                                                                 |         11 |        179 |          2 |         17 |        198 |
| lib\constant\localization                                                                                                                                                    |          1 |         72 |          0 |          2 |         74 |
| lib\constant\other_constant                                                                                                                                                  |          1 |         28 |          0 |          2 |         30 |
| lib\constant\sizes_constant                                                                                                                                                  |          6 |         39 |          0 |          9 |         48 |
| lib\constant\strings_constant                                                                                                                                                |          3 |         40 |          2 |          4 |         46 |
| lib\general                                                                                                                                                                  |          9 |        462 |          0 |         58 |        520 |
| lib\general\general_view                                                                                                                                                     |          1 |        118 |          0 |         14 |        132 |
| lib\general\general_widgets                                                                                                                                                  |          8 |        344 |          0 |         44 |        388 |
| lib\general\general_widgets\dialogs                                                                                                                                          |          2 |         32 |          0 |          5 |         37 |
| lib\general\general_widgets\textfields                                                                                                                                       |          2 |        136 |          0 |         13 |        149 |
| lib\start                                                                                                                                                                    |          5 |        373 |          6 |         54 |        433 |
| lib\start\onboarding                                                                                                                                                         |          4 |        264 |          6 |         41 |        311 |
| lib\start\onboarding\onboarding_pages                                                                                                                                        |          3 |        117 |          3 |         20 |        140 |
| lib\theme                                                                                                                                                                    |          2 |         64 |          6 |         10 |         80 |
| lib\theme\light_theme                                                                                                                                                        |          2 |         64 |          6 |         10 |         80 |
| lib\utility                                                                                                                                                                  |          4 |         35 |          1 |         13 |         49 |
| lib\utility\asset_utils                                                                                                                                                      |          3 |         35 |          1 |         11 |         47 |
| lib\utility\asset_utils\assets_build_constant                                                                                                                                |          2 |          6 |          0 |          2 |          8 |
| lib\utility\router                                                                                                                                                           |          1 |          0 |          0 |          2 |          2 |
| test                                                                                                                                                                         |          1 |         12 |         11 |          6 |         29 |
| web                                                                                                                                                                          |          2 |         72 |         16 |          7 |         95 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                     | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\README.md                                                                                       | Markdown   |         10 |          0 |          7 |         17 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\analysis_options.yaml                                                                           | YAML       |          3 |         23 |          4 |         30 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\build.gradle                                                                        | Groovy     |         55 |          5 |         13 |         73 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\google-services.json                                                                | JSON       |         39 |          0 |          0 |         39 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\debug\AndroidManifest.xml                                                       | XML        |          4 |          4 |          1 |          9 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\main\AndroidManifest.xml                                                        | XML        |         42 |          9 |          1 |         52 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\main\res\drawable-v21\launch_background.xml                                     | XML        |          4 |          7 |          2 |         13 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\main\res\drawable\launch_background.xml                                         | XML        |          4 |          7 |          2 |         13 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\main\res\values-night\styles.xml                                                | XML        |          9 |          9 |          1 |         19 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\main\res\values\styles.xml                                                      | XML        |          9 |          9 |          1 |         19 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\app\src\profile\AndroidManifest.xml                                                     | XML        |          4 |          4 |          1 |          9 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\build.gradle                                                                            | Groovy     |         28 |          0 |          5 |         33 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\gradle.properties                                                                       | Properties |          3 |          0 |          1 |          4 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\gradle\wrapper\gradle-wrapper.properties                                                | Properties |          5 |          1 |          1 |          7 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\android\settings.gradle                                                                         | Groovy     |          8 |          0 |          4 |         12 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\jsons\il-ilce.json                                                                       | JSON       |      3,401 |          0 |          3 |      3,404 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\jsons\localization\tr-TR.json                                                            | JSON       |         72 |          0 |          0 |         72 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\cat.svg                                                                              | XML        |         17 |          0 |          1 |         18 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\dog.svg                                                                              | XML        |         22 |          1 |          1 |         24 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\fish.svg                                                                             | XML        |         70 |          1 |          1 |         72 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\home.svg                                                                             | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\home_outline.svg                                                                     | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\language.svg                                                                         | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\onboarding_one.svg                                                                   | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\onboarding_three.svg                                                                 | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\onboarding_two.svg                                                                   | XML        |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\assets\svg\rabbit.svg                                                                           | XML        |         70 |          1 |          1 |         72 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\ios\Runner\AppDelegate.swift                                                                    | Swift      |         12 |          0 |          2 |         14 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                                     | JSON       |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\ios\Runner\Base.lproj\LaunchScreen.storyboard                                                   | XML        |         36 |          1 |          1 |         38 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\ios\Runner\Base.lproj\Main.storyboard                                                           | XML        |         25 |          1 |          1 |         27 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\ios\Runner\Runner-Bridging-Header.h                                                             | C++        |          1 |          0 |          1 |          2 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\main_petilla.dart                                                         | Dart       |         79 |          0 |         12 |         91 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_service\chat_service\chat_service.dart                       | Dart       |         71 |          0 |          4 |         75 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_service\firebase_crud\crud_service.dart                      | Dart       |         36 |          1 |          4 |         41 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_service\models\jsons\city_model.dart                         | Dart       |         36 |          0 |         10 |         46 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_service\models\pet_model.dart                                | Dart       |         32 |          0 |          2 |         34 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_service\storage_service.dart\storage_crud.dart               | Dart       |         21 |          0 |          5 |         26 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\add_view\add_view.dart                        | Dart       |        250 |          5 |         26 |        281 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\add_view\add_view_two.dart                    | Dart       |        372 |          1 |         41 |        414 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\add_view\city\city_select_view.dart           | Dart       |         33 |          1 |          5 |         39 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\add_view\city\ilce_select_view.dart           | Dart       |         33 |          1 |          8 |         42 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\petilla_home_view.dart                        | Dart       |        388 |          0 |         30 |        418 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\petilla_insert_view.dart                      | Dart       |        100 |          0 |         12 |        112 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\petilla_main_chats\chat_select_view.dart      | Dart       |         99 |          0 |         11 |        110 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\main_view\petilla_main_chats\in_chat_view.dart          | Dart       |        172 |          0 |         19 |        191 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\other_view\petilla_detail_view.dart                     | Dart       |        154 |          0 |         25 |        179 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\petilla_main_widgets\chat_widgets\user_chat.dart        | Dart       |         39 |          1 |          6 |         46 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\petilla_main_widgets\pet_widgets\large_pet_widget.dart  | Dart       |        171 |          0 |         16 |        187 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\main_petilla\petilla_main_view\petilla_main_widgets\pet_widgets\normal_pet_widget.dart | Dart       |        114 |          1 |         12 |        127 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\pet_form\main_pet_form.dart                                                            | Dart       |          9 |          0 |          3 |         12 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\pet_form\pet_form_view\main_pet_form_view\group_template.dart                          | Dart       |        179 |          0 |         20 |        199 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\pet_form\pet_form_view\main_pet_form_view\petform_home_view.dart                       | Dart       |        134 |          0 |         14 |        148 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\apps\pet_media\main_pet_media.dart                                                          | Dart       |         14 |          0 |          3 |         17 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\auth\auth_service\auth_service.dart                                                         | Dart       |         40 |          0 |          6 |         46 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\auth\auth_view\login_view.dart                                                              | Dart       |        139 |          1 |         17 |        157 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\auth\auth_view\register_view.dart                                                           | Dart       |        151 |          1 |         19 |        171 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\localization\localization.dart                                                     | Dart       |         72 |          0 |          2 |         74 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\other_constant\icon_names.dart                                                     | Dart       |         28 |          0 |          2 |         30 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\app_sized_box.dart                                                  | Dart       |          7 |          0 |          2 |          9 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\project_button_sizes.dart                                           | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\project_card_sizes.dart                                             | Dart       |          8 |          0 |          1 |          9 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\project_icon_sizes.dart                                             | Dart       |          5 |          0 |          1 |          6 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\project_padding.dart                                                | Dart       |          9 |          0 |          2 |         11 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\sizes_constant\project_radius.dart                                                 | Dart       |          6 |          0 |          2 |          8 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\strings_constant\app_firestore_field_names.dart                                    | Dart       |         27 |          0 |          1 |         28 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\strings_constant\project_firestore_collection_names.dart                           | Dart       |          6 |          2 |          2 |         10 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\constant\strings_constant\project_lottie_urls.dart                                          | Dart       |          7 |          0 |          1 |          8 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_view\profile_view.dart                                                      | Dart       |        118 |          0 |         14 |        132 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\button.dart                                                         | Dart       |         45 |          0 |          6 |         51 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\dialogs\default_dialog.dart                                         | Dart       |         14 |          0 |          2 |         16 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\dialogs\error_dialog.dart                                           | Dart       |         18 |          0 |          3 |         21 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\fav_button.dart                                                     | Dart       |         31 |          0 |          8 |         39 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\select_app_widget.dart                                              | Dart       |         64 |          0 |          7 |         71 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\single_message.dart                                                 | Dart       |         36 |          0 |          5 |         41 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\textfields\auth_textfield.dart                                      | Dart       |         75 |          0 |          9 |         84 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\general\general_widgets\textfields\main_textfield.dart                                      | Dart       |         61 |          0 |          4 |         65 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\main.dart                                                                                   | Dart       |         51 |         19 |          9 |         79 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\start\onboarding\onboarding.dart                                                            | Dart       |        147 |          3 |         21 |        171 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\start\onboarding\onboarding_pages\onboarding_page_one.dart                                  | Dart       |         39 |          1 |          6 |         46 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\start\onboarding\onboarding_pages\onboarding_page_three.dart                                | Dart       |         39 |          1 |          7 |         47 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\start\onboarding\onboarding_pages\onboarding_page_two.dart                                  | Dart       |         39 |          1 |          7 |         47 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\start\select_app_view.dart                                                                  | Dart       |        109 |          0 |         13 |        122 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\theme\light_theme\light_theme.dart                                                          | Dart       |         50 |          6 |          8 |         64 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\theme\light_theme\light_theme_colors.dart                                                   | Dart       |         14 |          0 |          2 |         16 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\utility\asset_utils\assets_build_constant\image_build_constant.dart                         | Dart       |          3 |          0 |          1 |          4 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\utility\asset_utils\assets_build_constant\svg_build_constant.dart                           | Dart       |          3 |          0 |          1 |          4 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\utility\asset_utils\compress_utils.dart                                                     | Dart       |         29 |          1 |          9 |         39 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\lib\utility\router\app_router.dart                                                              | Dart       |          0 |          0 |          2 |          2 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\pubspec.yaml                                                                                    | YAML       |         37 |         22 |         20 |         79 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\test\widget_test.dart                                                                           | Dart       |         12 |         11 |          6 |         29 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\web\index.html                                                                                  | HTML       |         37 |         16 |          6 |         59 |
| c:\Users\oguzk\Desktop\visual studio\petilla_app_project\petilla_app_project\web\manifest.json                                                                               | JSON       |         35 |          0 |          1 |         36 |
| Total                                                                                                                                                                        |            |      8,111 |        179 |        580 |      8,870 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
