Date : 2023-01-25 22:25:35
Directory : c:\Users\oguzk\Desktop\visual studio\patily\patily
Total : 55 files,  -577 codes, 0 comments, -98 blanks, all -675 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| lib\core\init\theme\light_theme                                                                                                                                   |          2 |          3 |          0 |         -2 |          1 |
| lib\view                                                                                                                                                          |         39 |       -673 |          0 |       -103 |       -776 |
| lib\view\admin                                                                                                                                                    |          7 |       -393 |         -9 |        -57 |       -459 |
| lib\view\admin\core                                                                                                                                               |          2 |        -97 |          0 |         -9 |       -106 |
| lib\view\admin\core\components                                                                                                                                    |          1 |        -75 |          0 |         -7 |        -82 |
| lib\view\admin\core\models                                                                                                                                        |          1 |        -22 |          0 |         -2 |        -24 |
| lib\view\admin\view                                                                                                                                               |          2 |       -262 |         -2 |        -30 |       -294 |
| lib\view\admin\viewmodel                                                                                                                                          |          3 |        -34 |         -7 |        -18 |        -59 |
| lib\view\auth                                                                                                                                                     |          3 |          8 |          0 |         -1 |          7 |
| lib\view\auth\view                                                                                                                                                |          2 |         -1 |          0 |         -2 |         -3 |
| lib\view\auth\viewmodel                                                                                                                                           |          1 |          9 |          0 |          1 |         10 |
| lib\view\user                                                                                                                                                     |         29 |       -288 |          9 |        -45 |       -324 |
| lib\view\user\apps                                                                                                                                                |         25 |       -310 |          9 |        -41 |       -342 |
| lib\view\user\apps\animal_report                                                                                                                                  |          4 |       -569 |         -6 |        -81 |       -656 |
| lib\view\user\apps\animal_report\view                                                                                                                             |          2 |       -324 |          0 |        -35 |       -359 |
| lib\view\user\apps\animal_report\viewmodel                                                                                                                        |          2 |       -245 |         -6 |        -46 |       -297 |
| lib\view\user\apps\help_me                                                                                                                                        |          8 |        127 |         -1 |         10 |        136 |
| lib\view\user\apps\help_me\core                                                                                                                                   |          2 |         15 |          0 |          1 |         16 |
| lib\view\user\apps\help_me\core\components                                                                                                                        |          1 |          7 |          0 |          1 |          8 |
| lib\view\user\apps\help_me\core\models                                                                                                                            |          1 |          8 |          0 |          0 |          8 |
| lib\view\user\apps\help_me\view                                                                                                                                   |          3 |        112 |         -1 |         13 |        124 |
| lib\view\user\apps\help_me\viewmodel                                                                                                                              |          3 |          0 |          0 |         -4 |         -4 |
| lib\view\user\apps\patilla                                                                                                                                   |          1 |         -6 |          0 |          0 |         -6 |
| lib\view\user\apps\patilla\view                                                                                                                              |          1 |         -6 |          0 |          0 |         -6 |
| lib\view\user\apps\pet_form                                                                                                                                       |          4 |        -64 |          0 |         -9 |        -73 |
| lib\view\user\apps\pet_form\view                                                                                                                                  |          2 |         -2 |          0 |         -2 |         -4 |
| lib\view\user\apps\pet_form\viewmodel                                                                                                                             |          2 |        -62 |          0 |         -7 |        -69 |
| lib\view\user\apps\petcook                                                                                                                                        |          8 |        202 |         16 |         39 |        257 |
| lib\view\user\apps\petcook\core                                                                                                                                   |          3 |         63 |          1 |          9 |         73 |
| lib\view\user\apps\petcook\core\components                                                                                                                        |          1 |         45 |          0 |          4 |         49 |
| lib\view\user\apps\petcook\core\constants                                                                                                                         |          1 |          1 |          1 |          2 |          4 |
| lib\view\user\apps\petcook\core\constants\enums                                                                                                                   |          1 |          1 |          1 |          2 |          4 |
| lib\view\user\apps\petcook\core\models                                                                                                                            |          1 |         17 |          0 |          3 |         20 |
| lib\view\user\apps\petcook\view                                                                                                                                   |          3 |        118 |          9 |         18 |        145 |
| lib\view\user\apps\petcook\viewmodel                                                                                                                              |          2 |         21 |          6 |         12 |         39 |
| lib\view\user\other                                                                                                                                               |          1 |         51 |          0 |          6 |         57 |
| lib\view\user\other\view                                                                                                                                          |          1 |         51 |          0 |          6 |         57 |
| lib\view\user\start                                                                                                                                               |          3 |        -29 |          0 |        -10 |        -39 |
| lib\view\user\start\core                                                                                                                                          |          1 |         19 |          0 |         -3 |         16 |
| lib\view\user\start\core\components                                                                                                                               |          1 |         19 |          0 |         -3 |         16 |
| lib\view\user\start\view                                                                                                                                          |          1 |        -48 |          0 |         -8 |        -56 |
| lib\view\user\start\viewmodel                                                                                                                                     |          1 |          0 |          0 |          1 |          1 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                                          | language | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\oguzk\Desktop\visual studio\patily\patily\README.md                                                                            | Markdown |         -1 |          0 |          0 |         -1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\assets\jsons\lang\tr-TR.json                                                         | JSON     |         11 |          0 |          0 |         11 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\assets\svg\plus.svg                                                                  | XML      |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\assets\svg\profile.svg                                                               | XML      |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\base\view\profile_view.dart                                                 | Dart     |         35 |          0 |          4 |         39 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\components\button.dart                                                      | Dart     |        -45 |          0 |         -6 |        -51 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\components\buttons\auth_button.dart                                         | Dart     |         35 |          0 |          4 |         39 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\components\buttons\button.dart                                              | Dart     |         45 |          0 |          6 |         51 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\components\textfields\auth_textfield.dart                                   | Dart     |         22 |          1 |          1 |         24 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\constants\app\router_contants.dart                                          | Dart     |        -24 |          0 |         -1 |        -25 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\constants\image\image_constants.dart                                        | Dart     |          4 |          0 |          0 |          4 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\constants\string_constant\app_firestore_field_names.dart                    | Dart     |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\init\lang\locale_keys.g.dart                                                | Dart     |         11 |          0 |          0 |         11 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\init\theme\light_theme\light_theme.dart                                     | Dart     |          2 |          0 |         -2 |          0 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\core\init\theme\light_theme\light_theme_colors.dart                              | Dart     |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\core\components\reported_pet_widget.dart                              | Dart     |        -75 |          0 |         -7 |        -82 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\core\models\reported_pet_model.dart                                   | Dart     |        -22 |          0 |         -2 |        -24 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\view\admin_home_view.dart                                             | Dart     |       -154 |         -1 |        -17 |       -172 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\view\reported_pet_detail_view.dart                                    | Dart     |       -108 |         -1 |        -13 |       -122 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\viewmodel\admin_home_view_view_model.dart                             | Dart     |        -13 |         -1 |         -6 |        -20 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\viewmodel\admin_home_view_view_model.g.dart                           | Dart     |         -8 |         -5 |         -6 |        -19 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\admin\viewmodel\reported_pet_detail_view_view_model.dart                    | Dart     |        -13 |         -1 |         -6 |        -20 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\auth\view\login_view.dart                                                   | Dart     |        -19 |          0 |         -2 |        -21 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\auth\view\register_view.dart                                                | Dart     |         18 |          0 |          0 |         18 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\auth\viewmodel\login_view_model.dart                                        | Dart     |          9 |          0 |          1 |         10 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\animal_report\view\animal_report_home_view.dart                   | Dart     |       -315 |          0 |        -32 |       -347 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\animal_report\view\main_animal_report.dart                        | Dart     |         -9 |          0 |         -3 |        -12 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\animal_report\viewmodel\animal_report_home_view_view_model.dart   | Dart     |       -114 |         -1 |        -18 |       -133 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\animal_report\viewmodel\animal_report_home_view_view_model.g.dart | Dart     |       -131 |         -5 |        -28 |       -164 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\core\components\help_me_widget.dart                       | Dart     |          7 |          0 |          1 |          8 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\core\models\help_me_model.dart                            | Dart     |          8 |          0 |          0 |          8 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\view\help_me_detail_view.dart                             | Dart     |         96 |         -1 |         12 |        107 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\view\help_me_home_view.dart                               | Dart     |          2 |          0 |          0 |          2 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\view\help_me_view.dart                                    | Dart     |         14 |          0 |          1 |         15 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\viewmodel\help_me_detail_view_view_model.dart             | Dart     |         11 |          0 |         -1 |         10 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\viewmodel\help_me_detail_view_view_model.g.dart           | Dart     |        -15 |          0 |         -3 |        -18 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\help_me\viewmodel\help_me_view_view_model.dart                    | Dart     |          4 |          0 |          0 |          4 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\patilla\view\petilla_detail_view.dart                        | Dart     |         -6 |          0 |          0 |         -6 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\pet_form\view\group_template_view.dart                            | Dart     |          1 |          0 |          0 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\pet_form\view\petform_home_view.dart                              | Dart     |         -3 |          0 |         -2 |         -5 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.dart                   | Dart     |        -28 |          0 |         -3 |        -31 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\pet_form\viewmodel\petform_home_view_model.g.dart                 | Dart     |        -34 |          0 |         -4 |        -38 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\core\components\photo_widget.dart                         | Dart     |         45 |          0 |          4 |         49 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\core\constants\enums\post_type.dart                       | Dart     |          1 |          1 |          2 |          4 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\core\models\post_model.dart                               | Dart     |         17 |          0 |          3 |         20 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\view\add_post_view.dart                                   | Dart     |         16 |          0 |          3 |         19 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\view\petcook_control_view.dart                            | Dart     |         13 |          0 |          4 |         17 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\view\petcook_home_view.dart                               | Dart     |         89 |          9 |         11 |        109 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\viewmodel\petcook_home_view_view_model.dart               | Dart     |         13 |          1 |          6 |         20 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\apps\petcook\viewmodel\petcook_home_view_view_model.g.dart             | Dart     |          8 |          5 |          6 |         19 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\other\view\social_connection_view.dart                                 | Dart     |         51 |          0 |          6 |         57 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\start\core\components\select_app_widget.dart                           | Dart     |         19 |          0 |         -3 |         16 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\start\view\select_app_view.dart                                        | Dart     |        -48 |          0 |         -8 |        -56 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\lib\view\user\start\viewmodel\select_app_view_view_model.dart                        | Dart     |          0 |          0 |          1 |          1 |
| c:\Users\oguzk\Desktop\visual studio\patily\patily\pubspec.yaml                                                                         | YAML     |         -3 |         -1 |         -1 |         -5 |
| Total                                                                                                                                                             |          |       -577 |          0 |        -98 |       -675 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
